1.560903329457975275e+00,3.681587140954195370e+00,3.450467491475867288e+00,3.211998027924174881e+00,-1.203045479961275532e+00,5.977062062235685147e-01,-9.700933356414518371e-01,-7.509697219184643391e-01,-5.114953127313723868e-01,-1.336595873682060454e-01,1.252600208464469400e-01,-1.406250259382923584e+00,7.589182720389310299e-01,3.065291560172582752e-01,-9.885812075009059452e-01,4.265497070579105099e-03,1.043944296875844557e+00,-4.875484580780349297e-01,-9.316160492027520945e-01,2.240938992891129189e+00,1.793688511545717290e+00,-3.748308529470197326e-01,-1.192482160064763791e-01,7.256691081446402514e-01,-7.028250692298538826e-01,9.383242560805182819e-02,8.269317031835708987e-01,2.139746433964061501e-01,-1.763498853754226214e-01,3.836348687205782815e-01,-9.786325832851550111e-02,-1.109078812932004166e+00,1.706202871033457358e+00,2.236392080712815922e+00,-1.178639702350972734e-01,-1.024289554962145576e-01,2.535425280595370978e+00,2.192601522714880957e+00,3.411122547096191671e+00,3.533602921386760354e+00,1.584848645569314929e+00,2.159496683232635661e+00,1.723109292789946512e+00,2.111179264965165725e+00,3.357714008327131072e+00,2.077400868932536504e+00,1.184182417067693560e+00,3.955068591495561670e+00,2.608046456841787375e+00,2.303629119434309480e+00,1.721659828108589085e+00,3.275017709508405872e+00,1.761018902762238714e+00,1.215237389196598849e+00,1.000000000000000000e+00
4.153271882244452762e+00,5.173858480008973970e+00,4.100690311215935857e+00,2.580172548756137108e+00,3.305787711536844142e+00,-1.505511741192093744e+00,-2.939776262769965010e-02,5.702657230385812070e+00,2.230281086721388029e+00,4.975495736599211405e+00,3.379979716556013258e+00,3.391024110821272863e+00,5.966685189589687965e+00,-1.066398657707076536e+00,4.541706588570443515e+00,3.444309523362565795e+00,6.059895471123388333e+00,3.068479865677516738e+00,3.454995821533549005e+00,6.470831142240129896e-01,1.409065696135447077e+00,6.447390532567968124e-01,-1.099384615294445533e+00,2.746315731958334894e+00,3.400268923763763773e+00,1.000304462403192485e+00,3.236315394384415622e+00,1.960558260342567249e-01,1.173657461346222952e+00,1.481820959927719228e+00,-5.609211751627363185e-01,4.359797389573645710e+00,2.134352124790634964e+00,3.319090814500516462e+00,3.035746529504700364e-01,1.763457244315616679e+00,3.701125476263232184e+00,2.439751325645966862e+00,2.487661063021380237e+00,4.495308649303673576e+00,1.605682805664246482e+00,2.240529716117965808e+00,3.177468391232338707e+00,2.987640197336094872e+00,3.840590404151027926e+00,3.467076240538843113e+00,2.451983556798281061e+00,3.504294276569416056e+00,5.324239870216835868e+00,4.480607403994795845e+00,5.375247972756822534e+00,2.270379098979911081e+00,2.167944164487206393e+00,2.191213809797717182e+00,1.000000000000000000e+00
2.226240977614039718e+00,1.575322481045843936e+00,2.389116929037530923e+00,2.725404569914199548e+00,-3.045623118770266480e-01,2.832803023236571960e+00,1.787779364607279931e+00,5.657546277401364065e-01,1.328212429174182585e+00,2.335352892898159727e+00,3.069316880612320997e+00,3.967077395577038423e+00,2.523990792446019427e+00,2.355431001232511257e+00,4.093706175814808113e+00,2.408086621603891864e+00,2.565686143046422174e+00,2.346340808057874039e+00,1.272064711471692755e+00,7.066719108302192964e-01,1.734569425152452826e+00,-4.677749563595602900e-01,1.082733173720142883e+00,1.739762713202877897e+00,1.075276869889239872e+00,2.977308819536921725e+00,2.646243323749571719e+00,2.061382869661276374e+00,2.703898240718113577e+00,2.163652506132368369e+00,5.212281744610026024e+00,1.956753884623686934e+00,-9.617446991192069028e-02,-3.598480505085643877e-01,3.066121955173324309e-01,1.341965858110304444e+00,3.739577859284898498e+00,4.131528391955554547e-01,1.945750340962864033e+00,3.324729538000872342e+00,2.719121592193361359e+00,3.247889208057537669e+00,9.958591488572587913e-01,4.279117297878483051e+00,2.941032163630223017e+00,1.200916873600021306e+00,1.241794411104679696e+00,2.207492342581459432e+00,1.228034078080144642e+00,8.700524170438095339e-01,1.685040053849355957e+00,2.341985243894035840e+00,-4.443197599320272140e-01,2.527452217465718132e+00,1.000000000000000000e+00
3.553458082302102028e+00,2.859041684188447174e+00,2.928413921879729820e+00,1.833240877484696219e+00,1.271118590679613858e+00,4.165213062701330848e+00,2.078596901426498444e+00,4.506174676657493272e+00,2.521628189695742872e+00,2.747315181983126742e+00,3.733625873661567507e+00,3.143787210550970990e+00,3.846513554138081936e+00,4.068011514942616813e+00,4.435789913949580665e+00,1.981511522191595986e+00,2.109497387568347371e+00,3.702334776769573566e+00,2.948673925631144943e+00,3.398296686759888274e+00,-3.773652230100215110e-01,2.693987164056589556e+00,-4.950906411423239284e-02,8.148947323413029409e-01,2.335639018491103780e+00,2.112953542349372604e+00,7.218234212775713754e-01,2.644687946433085912e+00,2.488192827473461044e+00,3.306455045748943000e+00,2.172634657244659540e+00,2.613588660076215042e+00,1.459332911885439454e+00,2.592533823286490069e+00,-9.747621266368788895e-02,1.207597233465059317e+00,3.886239093980711434e+00,3.675549270939597601e+00,3.459570600575895494e+00,3.458220400784528525e+00,2.290590558755777550e+00,2.315354151577060371e+00,2.708638235843862763e+00,1.367546343810266851e+00,2.594346127735579266e+00,3.196290628532698186e+00,2.204823846500406859e+00,3.664981714673353430e+00,3.689508328154015082e+00,2.577677179554148879e+00,3.171883898383636158e+00,2.164660289102070756e+00,1.813024138532775664e+00,1.376033104764981196e+00,1.000000000000000000e+00
5.065473522899275327e-01,1.419223129301464326e+00,1.716153408669179203e+00,1.319274021240185668e+00,2.853839964631150750e+00,4.741197790537632351e-02,-1.651541688509903724e-02,6.207948121925349616e-01,1.202991574614124870e+00,7.834666711599215516e-02,6.274834273125540207e-01,2.475965713410017255e+00,2.311646013335233008e+00,6.526999399971571414e-01,-1.353323482819666079e-01,2.516557078865057306e+00,1.478155816863329308e+00,6.580824079795872805e-01,3.881507133917955876e+00,-3.345150581730427231e-01,4.770366540209293182e-01,-7.625174604195105177e-01,1.080497343916420938e+00,-1.690615684964456689e+00,-1.004492439110013624e+00,2.728780961804830429e+00,9.072202458839032646e-01,2.419376217508582005e+00,1.316053197316016554e+00,-5.344442501544153235e-01,-4.201920258498259564e-02,2.077727873375262213e+00,3.302285840026762953e-01,-2.871368933337150597e-01,1.871092666353552980e+00,-2.645263522740619155e+00,-1.869411248413099108e-02,-1.082132040454971689e+00,3.609437334388393204e+00,1.818819675130126656e+00,-4.929582810057133169e-01,-1.037051973433147367e-01,2.203422936485234462e+00,-1.717671812136897680e+00,1.889684035475781121e+00,1.806657187369812956e+00,2.085539314150634205e+00,2.012550793387884784e+00,1.899476945294334307e+00,1.510134216461901602e+00,1.373350421734070181e+00,2.551118782929691520e+00,8.463214602219718552e-01,-6.685846897979269565e-02,1.000000000000000000e+00
7.080663762328787136e-02,1.945822276007710405e+00,1.287383027381329148e-01,6.245976789576066501e-01,1.049978859037119738e+00,1.233307592952173959e+00,-4.503747137724585792e-01,3.807654850845894612e-01,-1.303766024831628068e+00,-3.409984868328679308e-01,5.941604854693562920e-01,2.130780158222592036e+00,7.876496323262772714e-01,5.962845186350357318e-01,2.910508816930913234e+00,-2.114461082405529879e-01,1.848450580679672717e+00,1.206891902568453245e-01,1.933921570853108507e-01,5.022121236123443522e-01,1.423859462187786751e-01,-1.974979756418475396e-01,4.322384613985095769e-01,-7.832549537477988544e-01,4.932053630272164924e+00,1.896044984258182797e+00,-1.752895438066932599e-01,-6.187156141247460717e-01,-4.666087186043592627e-01,6.116593523816878930e-01,1.608967168195040820e+00,-7.857448198099170611e-01,2.792855533354523523e-01,2.930592108222135117e+00,4.403414140915559161e-01,1.453352796505217315e-01,-9.601572845583137283e-01,1.732500418675472442e+00,-1.164751598664230503e+00,1.338859384564983213e+00,1.301468041853298008e+00,1.589893722701823275e+00,2.345490253934867653e+00,3.897721091433559160e+00,7.606029297906440056e-02,2.490069249608403368e+00,2.602140952564842458e+00,-6.968607293321438245e-01,3.281595470218891641e+00,1.599017028565880461e+00,1.117810162897097559e+00,-6.877812349440515227e-02,2.042102774826521472e+00,9.431971989638210374e-01,1.000000000000000000e+00
3.063383026078582816e+00,5.055568448959844474e+00,3.620852828555852998e+00,4.184349514325298891e+00,-8.032033141855710046e-01,3.030902995295349900e+00,3.094228294486706332e+00,2.815360119163187846e+00,1.335073567804462957e+00,1.233768714163905100e+00,6.984013233497692319e-01,2.777654782346592910e+00,1.611544891053227513e+00,2.282275717534669734e+00,1.993359371670674562e+00,2.876332528169982972e+00,3.651899862831506915e+00,8.539267363513340925e-01,2.314386552233663519e+00,1.611540555634498162e+00,3.888809656158594308e+00,1.078811139566788757e+00,3.000992100575562649e+00,3.156481281543139339e+00,2.201145486638725224e+00,3.127436741681694610e+00,4.127509729831731811e+00,1.287336855508017575e+00,2.451051794116307025e+00,2.452822573646329385e+00,1.265019808612438457e+00,7.686467181028415752e-01,1.871442071278883290e+00,3.249001757861258444e-02,2.535961557787095311e-01,3.943526670687217184e+00,1.521162156919962705e+00,1.625685194349637097e+00,1.378349355406999432e+00,5.674495236749470095e+00,1.207992246039071071e+00,3.228937241250316337e+00,1.617705949599042903e+00,4.359853954446185398e+00,3.046666115368922956e+00,3.354889364642076988e+00,3.284691220293468383e+00,2.984059919913862657e+00,2.233813036482333647e+00,4.092544678986739903e+00,5.080887206932196420e+00,1.185000730275877157e+00,9.306853171402607039e-01,2.608374833573574136e+00,1.000000000000000000e+00
1.411999166571265896e+00,1.568485592074472468e+00,1.656900179464849909e+00,1.256685848402726124e+00,1.376009999822614738e+00,2.048505518519991853e+00,6.520995805498991382e-01,4.667993013714331063e+00,4.162768935146278437e+00,2.616567748069299704e+00,3.856089285889779728e+00,2.644466539323533816e+00,1.763353988061462374e+00,8.772688109410973212e-01,3.566874221556674218e+00,2.898569657858313775e+00,2.649787578374640518e+00,2.809518315879456551e+00,1.481893057855637963e+00,-7.377698991306651521e-01,2.335789503871074757e+00,1.683009195750331255e+00,1.293363717567347138e+00,9.756618518253294958e-01,1.304796446557801026e+00,5.475688818454299778e+00,2.708572809245277213e+00,2.880821704877408074e+00,1.323847963274494388e+00,9.326228640673388526e-01,1.091544556881400396e+00,-3.305462968606325269e-01,-2.844208188683911009e-01,2.207858238878515511e+00,1.418532214240741052e+00,1.902400429584880426e+00,3.637620684314846198e+00,4.417988694024038487e+00,5.266981072768372130e+00,4.073794143848798122e+00,3.852843945528039882e+00,5.258502581204029802e+00,2.042814283674070808e+00,2.400004411480237909e+00,7.857403208688743534e-01,4.420891881257013045e-01,7.923174802704917585e-01,1.812993629275285290e+00,2.012311792067453808e+00,3.287416753225816279e+00,2.723696010386316146e-01,5.901761095965118997e-02,8.498595475286740974e-01,1.192177732325739647e+00,1.000000000000000000e+00
2.748394358268869908e+00,5.903864139301142622e-01,1.656274592970195858e+00,-1.346195168403742926e-01,1.405920295909835194e-01,4.452200826838122794e+00,2.050768692458031506e+00,3.427173139014991321e+00,4.892507237813174648e+00,2.522433827510611515e+00,3.454190845950948940e+00,2.088067762346301759e+00,3.482625085040214508e+00,4.517277108065126612e+00,3.480785399336729036e+00,1.240085138077062776e+00,2.328060547890265397e+00,3.976346777256328568e+00,3.861471707191461267e+00,2.195470648313506690e+00,3.565738451064845549e+00,2.647142293116186096e+00,2.233452865045499447e+00,3.841437387164709172e+00,1.602824597675132967e+00,3.570543813868501282e+00,2.494750727710126625e+00,2.314328012444217819e+00,8.005476539874833986e-01,2.383303081450464322e+00,6.030295431966454789e-01,1.054629612043142650e+00,9.296858262691138908e-01,2.201449416185440988e+00,-1.930506572031087664e-01,2.195089925059868108e+00,7.218473243862255639e-01,2.320947909494996075e+00,-6.652145229829709017e-01,2.129999451933763055e+00,1.567796675724718369e+00,1.012895084035599247e+00,2.026262236988601195e+00,2.527497754371283101e+00,2.204845550031142132e+00,8.996665533068894938e-01,1.238777420079873570e+00,1.198967463326894300e-01,-4.525703059944770068e-01,1.075967291533741932e+00,1.562477522655681295e+00,-1.464444255913610604e-01,1.672883259376008569e+00,2.341492057492056134e+00,1.000000000000000000e+00
3.907970328284293693e-02,2.294775370708269424e+00,-2.677865504407954678e-01,1.268491653368736483e+00,9.100820388614140333e-01,3.035577823079103510e+00,-1.264582163413358051e+00,1.211508692135195187e+00,2.008098814687278022e+00,1.220205540972000513e+00,5.462548943668871004e+00,8.775343038335838841e-01,-2.730053817502280933e-01,4.728489126380428509e-01,-3.596911832828202371e-01,-4.854873954517873735e-01,1.315892604947732636e+00,1.191026412305875581e+00,9.489986154688713205e-01,-4.291701547984016485e-01,1.300433735323754392e-01,1.172824979294732728e+00,-5.295019894541278527e-01,4.379022405592167821e-01,-2.099610496213746291e-01,8.984810905434958972e-01,4.467062622388343618e-01,5.011568122593492713e-01,5.696092286370049163e-01,2.014404750779000608e+00,2.058832138553625235e+00,1.373125332800730902e+00,1.400516105576483927e-01,4.775852937202325066e-01,-8.071137071774645566e-01,3.908533040249945884e-02,2.120350062185150541e+00,-7.699661471661167766e-02,1.486783119265499220e+00,9.675656802502967668e-01,9.018527132291345172e-01,2.449700719026805640e+00,2.507417485377016586e+00,2.323507265510747377e+00,3.083303333327941154e+00,1.830564629575511804e+00,4.607807995182462701e-02,1.146513177716725895e+00,1.193805133031565102e+00,3.571322842718161361e+00,1.598400793903146377e+00,2.812465169790317354e+00,2.301721799062204532e+00,2.581828365594495800e+00,1.000000000000000000e+00
